670,2.027667,2.934917,1.079627
680,1.966667,3.040250,1.087827
690,1.907667,3.147583,1.098027
700,1.850667,3.256917,1.110227
710,1.795667,3.368250,1.124427
720,1.742667,3.481583,1.140627
730,1.691667,3.596917,1.158827
740,1.642667,3.714250,1.179027
750,1.595667,3.833583,1.201227
760,1.550667,3.954917,1.225427
770,1.507667,4.078250,1.251627
780,1.466667,4.203583,1.279827
790,1.427667,4.330917,1.310027
800,1.390667,4.460250,1.342227
810,1.355667,4.591583,1.376427
820,1.322667,4.724917,1.412627
830,1.291667,4.860250,1.450827
840,1.262667,4.997583,1.491027
850,1.235667,5.136917,1.533227
860,1.210667,5.278250,1.577427
870,1.187667,5.421583,1.623627
880,1.166667,5.566917,1.671827
890,1.147667,5.714250,1.722027
900,1.130667,5.863583,1.774227
910,1.115667,6.014917,1.828427
920,1.102667,6.168250,1.884627
930,1.091667,6.323583,1.942827
940,1.082667,6.480917,2.003027
950,1.075667,6.640250,2.065227
960,1.070667,6.801583,2.129427
970,1.067667,6.964917,2.195627
980,1.066667,7.130250,2.263827
990,1.067667,7.297583,2.334027
1000,1.070667,7.466917,2.406227
